fiscal_year,employer,initial_approvals,initial_denials,continuing_approvals,continuing_denials,total_approvals,total_denials,total_petitions,sector,description,state,zip,county_name,county_fips
2013,GREAT PLAINS OF SABETHA INC DBA SA,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66534,Nemaha,20131
2013,PINNACLE SPORTS MEDICINE & ORTHOPA,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67502,Reno,20155
2013,YUNEN LLC,0,1,0,0,0,1,1,72,Accommodation and Food Services,KS,67601,Ellis,20051
2013,NETCHEMIA LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66208,Johnson,20091
2013,ETEK GLOBAL INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66213,Johnson,20091
2013,KOCH SUPPLY & TRADING LP,0,0,2,0,2,0,2,32,Manufacturing,KS,67220,Sedgwick,20173
2013,UNIFIED SCH DIST NO 259 SEDGWICK C,1,0,19,0,20,0,20,61,Educational Services,KS,67202,Sedgwick,20173
2013,WILLIAM NEWTON HOSPITAL,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67156,Cowley,20035
2013,ASHLAND HEALTH CENTER,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67831,Clark,20025
2013,USD 475 GEARY COUNTY SCHOOLS,0,0,4,0,4,0,4,61,Educational Services,KS,66441,Geary,20061
2013,GEARY COMMUNITY HOSPITAL,2,0,0,0,2,0,2,62,Health Care and Social Assistance,KS,66441,Geary,20061
2013,CLAY COUNTY MEDICAL CENTER,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67432,Clay,20027
2013,THE CITY OF MANHATTAN,0,0,1,0,1,0,1,92,Public Administration,KS,66502,Riley,20161
2013,TOPEKA PUBLIC SCHOOLS U S D 501,1,0,10,0,11,0,11,61,Educational Services,KS,66611,Shawnee,20177
2013,EMPORIA STATE UNIV,1,0,2,0,3,0,3,61,Educational Services,KS,66801,Lyon,20111
2013,UNIV OF KANSAS MEDICAL CTR,31,0,35,0,66,0,66,61,Educational Services,KS,,,
2013,WICHITA STATE UNIV,15,0,11,0,26,0,26,61,Educational Services,KS,67260,Sedgwick,20173
2013,WASHBURN UNIV,0,0,2,0,2,0,2,61,Educational Services,KS,66621,Shawnee,20177
2013,UNIFIED SCHOOL DISTRICT 500,0,0,1,0,1,0,1,61,Educational Services,KS,66104,Wyandotte,20209
2013,JOHNSON COUNTY KANSAS,0,0,1,0,1,0,1,92,Public Administration,KS,66061,Johnson,20091
2013,HERINGTON MUNICIPAL HOSPITAL,1,0,1,0,2,0,2,62,Health Care and Social Assistance,KS,67449,Dickinson,20041
2013,GOVE COUNTY MED CTR,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67752,Gove,20063
2013,MORRIS COUNTY HOSPITAL,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66846,Morris,20127
2013,ROOKS COUNTY HEALTH CENTER,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67663,Rooks,20163
2013,MEMORIAL HLTH SYSTEM,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67410,Dickinson,20041
2013,PITTSBURG STATE UNIV,4,0,3,0,7,0,7,61,Educational Services,KS,66762,Crawford,20037
2013,KANSAS REHABILITATION HOSPITA,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66606,Shawnee,20177
2013,AP PREMIER STAFFING INC,0,1,0,0,0,1,1,54,"Professional, Scientific, and Technical Services",KS,66209,Johnson,20091
2013,APEX GOVERNMENT SOLUTIONS LLC,0,0,6,0,6,0,6,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2013,APEX LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,,,
2013,COX COMMUNICATIONS KANSAS LLC,0,0,1,0,1,0,1,99,Unknown,KS,67211,Sedgwick,20173
2013,YANTRA SVCS INC,2,0,0,0,2,0,2,51,Information,KS,66614,Shawnee,20177
2013,WESLEY MEDICAL CENTER LLC,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67214,Sedgwick,20173
2013,CREATIVE CAPSULE LLC,0,0,0,1,0,1,1,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2013,PROFESSIONAL TREATMENT SVCS LLC,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66047,Douglas,20045
2013,BUSHNELL HOLDINGS INC,0,0,1,0,1,0,1,33,Manufacturing,KS,66214,Johnson,20091
2013,JOHN ZINK COMPANY LLC,0,0,7,0,7,0,7,54,"Professional, Scientific, and Technical Services",KS,67220,Sedgwick,20173
2013,DEPARTMENT OF VETERANS AFFAIRS,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66622,Shawnee,20177
2013,HILL S PET NUTRITION INC,1,0,1,0,2,0,2,33,Manufacturing,KS,66603,Shawnee,20177
2013,EURONET WORLDWIDE INC,0,0,2,1,2,1,3,55,Management of Companies and Enterprises,KS,66211,Johnson,20091
2013,PLATTFORM ADVERTISING INC,0,0,8,0,8,0,8,54,"Professional, Scientific, and Technical Services",KS,66219,Johnson,20091
2013,RURAL HLTH RESOURCE OF JACKSON COU,2,0,1,0,3,0,3,62,Health Care and Social Assistance,KS,66436,Jackson,20085
2013,PULSE SYSTEMS INC,1,0,1,0,2,0,2,51,Information,KS,67226,Sedgwick,20173
2013,MEGAFORCE LLC,0,0,1,0,1,0,1,56,"Administrative, Support, and Other Services",KS,66213,Johnson,20091
2013,CHALLENGER SPORTS CORP,4,0,4,0,8,0,8,61,Educational Services,KS,66214,Johnson,20091
2013,CHALLENGER SPORTS CORPORATION,9,0,3,0,12,0,12,61,Educational Services,KS,66214,Johnson,20091
2013,OPTIMIZED PROCESS DESIGNS LLC,1,0,1,0,2,0,2,54,"Professional, Scientific, and Technical Services",KS,67220,Sedgwick,20173
2013,AIRBUS AMERICAS ENGINEERING INC,2,0,2,0,4,0,4,33,Manufacturing,KS,67202,Sedgwick,20173
2013,KOCH HEAT TRANSFER COMPANY LLP,1,0,0,0,1,0,1,33,Manufacturing,KS,67220,Sedgwick,20173
2013,RHYTHM ENGINEERING LLC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66215,Johnson,20091
2013,USD 111 DONIPHAN WEST SCHOOLS,0,0,1,0,1,0,1,61,Educational Services,KS,66035,Doniphan,20043
2013,NORBROOK INC,1,0,0,0,1,0,1,32,Manufacturing,KS,66219,Johnson,20091
2013,MIDWEST REHABILITATION P A,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66606,Shawnee,20177
2013,PEN PUBLISHING INTERACTIVE INC,0,0,1,0,1,0,1,99,Unknown,KS,67211,Sedgwick,20173
2013,UHLIG LLC,1,0,0,0,1,0,1,51,Information,KS,66214,Johnson,20091
2013,W & R CORPORATE LLC,0,0,1,0,1,0,1,52,Finance and Insurance,KS,66202,Johnson,20091
2013,WADDELL & REED CORP LLC,1,0,0,0,1,0,1,52,Finance and Insurance,KS,,,
2013,W & R CORPORATE LLC,0,0,1,0,1,0,1,52,Finance and Insurance,KS,66202,Johnson,20091
2013,DFC HOLDINGS INC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,67663,Rooks,20163
2013,DEMDACO,0,0,1,0,1,0,1,42,Wholesale Trade,KS,66209,Johnson,20091
2013,INVISTA S A R L,2,0,1,0,3,0,3,31,Manufacturing,KS,67220,Sedgwick,20173
2013,DIT AMERICA LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2014,SUNFLOWER ELECTRIC POWER CORP,0,0,1,0,1,0,1,22,Utilities,KS,67601,Ellis,20051
2014,SEABOARD CORP,0,0,1,0,1,0,1,48,Transportation and Warehousing,KS,66202,Johnson,20091
2014,B/E AEROSPACE INC,2,0,1,0,3,0,3,54,"Professional, Scientific, and Technical Services",KS,66215,Johnson,20091
2014,BAYER HEALTHCARE LLC,0,0,1,0,1,0,1,32,Manufacturing,KS,66216,Johnson,20091
2014,GENERALI USA LIFE REASSURANCE CO,0,0,2,0,2,0,2,52,Finance and Insurance,KS,66211,Johnson,20091
2014,LEARJET INC,1,0,2,0,3,0,3,33,Manufacturing,KS,67209,Sedgwick,20173
2014,SEARLES VALLEY MINERALS,0,0,2,0,2,0,2,21,"Mining, Quarrying, and Oil and Gas Extraction",KS,66210,Johnson,20091
2014,THE COLEMAN COMPANY INC,0,0,1,1,1,1,2,33,Manufacturing,KS,67219,Sedgwick,20173
2014,FLIGHTSAFETY INTERNATIONAL INC,0,1,0,0,0,1,1,61,Educational Services,KS,67206,Sedgwick,20173
2014,KMT WATERJET SYSTEMS INC,0,0,1,0,1,0,1,33,Manufacturing,KS,66713,Cherokee,20021
2014,KS UNIV GENERAL PLASTIC & PEDIATRI,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,,,
2014,KS UNIV NEUROLOGICAL SURGERY FDN,1,0,0,0,1,0,1,61,Educational Services,KS,,,
2014,HCONN INC,3,0,1,0,4,0,4,54,"Professional, Scientific, and Technical Services",KS,66204,Johnson,20091
2014,IT CONSULTING SVCS INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66044,Douglas,20045
2014,INNOVIA FILMS INC,0,0,1,0,1,0,1,32,Manufacturing,KS,66542,Shawnee,20177
2014,KANSAS MED CENTER LLC,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67002,Butler,20015
2014,AOS LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66213,Johnson,20091
2014,DYNAMIC ITSOLUTIONS INC,8,0,5,1,13,1,14,54,"Professional, Scientific, and Technical Services",KS,66062,Johnson,20091
2014,SE2 LLC,1,0,0,0,1,0,1,52,Finance and Insurance,KS,,,
2014,A K CONSULTING SVCS INC,0,1,0,0,0,1,1,54,"Professional, Scientific, and Technical Services",KS,66614,Shawnee,20177
2014,ADVANCED TECHNOLOGY GROUP INC,0,0,3,0,3,0,3,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2014,METAPRO USA LLC,6,1,3,2,9,3,12,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2014,VEDINFO INC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66212,Johnson,20091
2014,COMPUTERIZED ASSESSMENTS AND LEARN,1,0,4,0,5,0,5,61,Educational Services,KS,66046,Douglas,20045
2014,VIEGA LLC,1,0,0,0,1,0,1,33,Manufacturing,KS,67202,Sedgwick,20173
2014,UNITEDLEX CORPORATION,1,0,1,0,2,0,2,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2014,CASSPER SIMULATION SOLUTIONS LLC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66224,Johnson,20091
2014,WESTERN PLAINS PHYSICIAN PRACTICES,1,0,0,0,1,0,1,56,"Administrative, Support, and Other Services",KS,67801,Ford,20057
2014,JAMES & SON FARMS,1,0,0,0,1,0,1,11,"Agriculture, Forestry, Fishing and Hunting",KS,67951,Stevens,20189
2014,ENTERPRISE PALS INC,5,1,5,0,10,1,11,54,"Professional, Scientific, and Technical Services",KS,66212,Johnson,20091
2014,NUVENTO LLC,4,0,15,0,19,0,19,54,"Professional, Scientific, and Technical Services",KS,66215,Johnson,20091
2014,NUVENTO LLC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2014,ABWA MANAGEMENT LLC,1,0,0,0,1,0,1,81,Other Services,KS,66211,Johnson,20091
2014,GLOBAL SOFT SYSTEMS INC,0,1,0,0,0,1,1,54,"Professional, Scientific, and Technical Services",KS,66062,Johnson,20091
2014,PARK AIRCRAFT TECHNOLOGIES CORP,0,0,1,0,1,0,1,31,Manufacturing,KS,67114,Harvey,20079
2014,CYBERBRAINS INC,2,0,5,3,7,3,10,54,"Professional, Scientific, and Technical Services",KS,66202,Johnson,20091
2014,CYBERBRAINS INC,2,0,0,0,2,0,2,54,"Professional, Scientific, and Technical Services",KS,66202,Johnson,20091
2014,CYBERBRAINS INC,6,5,8,6,14,11,25,54,"Professional, Scientific, and Technical Services",KS,66202,Johnson,20091
2014,NU LIFE MARKET LLC,1,0,0,0,1,0,1,11,"Agriculture, Forestry, Fishing and Hunting",KS,67871,Scott,20171
2014,SOLOMON CONSULTING GROUP LLC,0,1,0,0,0,1,1,54,"Professional, Scientific, and Technical Services",KS,66209,Johnson,20091
2014,ORBIS BIOSCIENCES INC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66103,Wyandotte,20209
2014,ASCEND LEARNING LLC,2,0,3,0,5,0,5,61,Educational Services,KS,66211,Johnson,20091
2014,KEYHOLE SOFTWARE LLC,0,0,1,0,1,0,1,51,Information,KS,66206,Johnson,20091
2014,CREDENTIA GROUP LLC,0,0,2,0,2,0,2,52,Finance and Insurance,KS,66224,Johnson,20091
2014,A&A USA LLC,0,0,1,0,1,0,1,45,Retail Trade,KS,,,
2014,SERENITY THERAPY SVCS LLC,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67206,Sedgwick,20173
2014,BG SMART VMA LLC,0,0,0,1,0,1,1,54,"Professional, Scientific, and Technical Services",KS,67213,Sedgwick,20173
2014,AFFORDABLE HOME PRODUCTS LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66061,Johnson,20091
2014,BUSINESS DATA SVCS CORP,0,1,0,0,0,1,1,99,Unknown,KS,66213,Johnson,20091
2014,DATA MIGRATION RESOURCES INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66202,Johnson,20091
2014,CATAPULT INTL LLC,1,1,2,0,3,1,4,51,Information,KS,66215,Johnson,20091
2014,CHELSOFT SOLUTIONS CO,6,1,5,1,11,2,13,54,"Professional, Scientific, and Technical Services",KS,66062,Johnson,20091
2014,POLLEN INC D/B/A C2FO,1,0,0,0,1,0,1,51,Information,KS,66205,Johnson,20091
2014,RANDEL SOLUTIONS LLC,3,0,4,0,7,0,7,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2014,KOCH METHANOL LLC,0,0,1,0,1,0,1,32,Manufacturing,KS,67220,Sedgwick,20173
2014,KCHC,1,0,0,0,1,0,1,99,Unknown,KS,66214,Johnson,20091
2014,THE GOODYEAR TIRE & RUBBER CO,0,0,1,0,1,0,1,32,Manufacturing,KS,66618,Shawnee,20177
2014,AIB INTERNATIONAL,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66502,Riley,20161
2014,LGC GROUP INC,1,0,1,0,2,0,2,52,Finance and Insurance,KS,66210,Johnson,20091
2014,FORESITE MSP LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66062,Johnson,20091
2014,FLINT HILLS RESOURCES LP,1,0,0,0,1,0,1,32,Manufacturing,KS,67220,Sedgwick,20173
2014,TERRACON CONSULTANTS INC,3,0,5,0,8,0,8,54,"Professional, Scientific, and Technical Services",KS,66061,Johnson,20091
2014,AMERICAN MULTI CINEMA INC,0,0,1,0,1,0,1,51,Information,KS,66211,Johnson,20091
2014,INDIVIDUAL ASSURANCE CO LIFE HEALT,1,0,1,0,2,0,2,52,Finance and Insurance,KS,66208,Johnson,20091
2014,LIBERTY FRUIT COMPANY INC,1,0,0,0,1,0,1,42,Wholesale Trade,KS,66105,Wyandotte,20209
2014,BRR ARCHITECTURE INC,0,0,4,0,4,0,4,54,"Professional, Scientific, and Technical Services",KS,66204,Johnson,20091
2014,CESSNA AIRCRAFT COMPANY,1,0,3,0,4,0,4,33,Manufacturing,KS,67215,Sedgwick,20173
2014,ALLIED NATIONAL INC,1,0,0,0,1,0,1,56,"Administrative, Support, and Other Services",KS,66207,Johnson,20091
2014,ACADEMIE LAFAYETTE,0,0,1,0,1,0,1,61,Educational Services,KS,66204,Johnson,20091
2014,ACADEMIE LAFAYETTE,0,0,2,0,2,0,2,61,Educational Services,KS,66204,Johnson,20091
2014,BLACK & VEATCH CORPORATION,8,0,12,0,20,0,20,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2014,BLACK & VEATCH CORPORATION,18,0,47,1,65,1,66,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2014,OBJECT TECHNOLOGY SOLUTIONS INC,3,0,1,0,4,0,4,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2014,OBJECT TECH SOLUTIONS INC,6,0,22,0,28,0,28,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2014,FLX LLC,0,0,1,0,1,0,1,72,Accommodation and Food Services,KS,66614,Shawnee,20177
2014,GATEWAY SOLUTIONS INC,8,1,14,1,22,2,24,54,"Professional, Scientific, and Technical Services",KS,66213,Johnson,20091
2014,HARCROS CHEMICALS INC,0,0,1,0,1,0,1,42,Wholesale Trade,KS,66106,Wyandotte,20209
2014,SPENCER FANE BRITT & BROWNE LLP,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66106,Wyandotte,20209
2014,OVERLAND PARK REGIONAL MED CTR,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66215,Johnson,20091
2014,THE LEAD GROUP LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2014,ACCELERATED VISION GROUP LLC,1,0,0,0,1,0,1,51,Information,KS,66221,Johnson,20091
2014,INSIDEACADEMICS LLC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66206,Johnson,20091
2014,IDATALYTICS LLC,3,0,0,0,3,0,3,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2014,KDI OPERATING COMPANY INC,1,0,0,0,1,0,1,31,Manufacturing,KS,67951,Stevens,20189
2014,POINT 2 SUCCESS LLC,0,0,0,1,0,1,1,99,Unknown,KS,67025,Sedgwick,20173
2014,SPRINT CORPORATION,14,0,84,1,98,1,99,51,Information,KS,,,
2014,HYR GLOBAL SOURCE INC,1,0,2,0,3,0,3,54,"Professional, Scientific, and Technical Services",KS,66223,Johnson,20091
2014,IMPEDX DIAGNOSTICS INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66206,Johnson,20091
2014,YUNEN INC,0,0,1,0,1,0,1,72,Accommodation and Food Services,KS,67601,Ellis,20051
2014,WEBSTER COMBUSTION TECHNOLOGY LLC,1,0,0,0,1,0,1,33,Manufacturing,KS,67156,Cowley,20035
2014,KOCH FERTILIZER LLC,0,0,1,0,1,0,1,32,Manufacturing,KS,67220,Sedgwick,20173
2014,INDEPENDENCE COMMUNITY COLLEGE,0,0,1,0,1,0,1,61,Educational Services,KS,67301,Montgomery,20125
2014,GENERAL TECHNOLOGIES SPC,0,0,1,0,1,0,1,42,Wholesale Trade,KS,66062,Johnson,20091
2014,EMERICON LLC,0,0,2,0,2,0,2,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2014,SPRINT NEXTEL CORPORATION,0,0,7,0,7,0,7,54,"Professional, Scientific, and Technical Services",KS,,,
2014,SOUTHWESTERN COLLEGE,1,0,0,0,1,0,1,61,Educational Services,KS,67156,Cowley,20035
2014,ST CATHERINE HOSPITAL,1,0,3,0,4,0,4,62,Health Care and Social Assistance,KS,67846,Finney,20055
2014,BETHANY COLLEGE,0,0,1,0,1,0,1,61,Educational Services,KS,67456,McPherson,20113
2014,OTTAWA UNIVERSITY,1,0,0,0,1,0,1,61,Educational Services,KS,66067,Franklin,20059
2014,BETHEL COLLEGE,0,0,1,0,1,0,1,61,Educational Services,KS,67117,Harvey,20079
2014,STORMONT VAIL HEALTHCARE,6,0,2,0,8,0,8,62,Health Care and Social Assistance,KS,66604,Shawnee,20177
2014,STORMONT VAIL HEALTHCARE INC,2,0,0,0,2,0,2,62,Health Care and Social Assistance,KS,66604,Shawnee,20177
2014,CLOUD COUNTY HEALTH CENTER INC,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66901,Cloud,20029
2014,ST FRANCIS HEALTH CENTER INC,0,0,4,0,4,0,4,62,Health Care and Social Assistance,KS,66606,Shawnee,20177
2014,HESSTON COLLEGE,0,0,1,0,1,0,1,61,Educational Services,KS,67062,Harvey,20079
2014,HAYS MEDICAL CTR INC,2,0,3,0,5,0,5,62,Health Care and Social Assistance,KS,67601,Ellis,20051
2014,MANHATTAN CHRISTIAN COLLEGE,1,0,0,0,1,0,1,61,Educational Services,KS,66502,Riley,20161
2014,CENTRAL CHRISTIAN COLLEGE OF KS,1,0,0,0,1,0,1,61,Educational Services,KS,67460,McPherson,20113
2014,MEDICINE LODGE MEMORIAL HOSP,0,0,3,0,3,0,3,62,Health Care and Social Assistance,KS,67104,Barber,20007
2014,NESS COUNTY HOSPITAL DISTRICT 2,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67560,Ness,20135
2014,SHERIDAN COUNTY HOSPITAL,0,1,0,0,0,1,1,62,Health Care and Social Assistance,KS,67740,Sheridan,20179
2014,GREENWOOD COUNTY HOSPITAL,0,0,3,0,3,0,3,62,Health Care and Social Assistance,KS,67045,Greenwood,20073
2014,COMMUNITY MEMORIAL HEALTHCARE INC,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66508,Marshall,20117
2014,BERKEL & COMPANY CONTRACTORS INC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66012,Wyandotte,20209
2014,PAYLESS SHOESOURCE INC,3,0,5,0,8,0,8,44,Retail Trade,KS,66607,Shawnee,20177
2014,PAYLESS SHOESOURCE INC,0,0,3,0,3,0,3,99,Unknown,KS,66607,Shawnee,20177
2014,HAWKER BEECHCRAFT GLOBAL CUSTOMER,0,0,0,1,0,1,1,33,Manufacturing,KS,67206,Sedgwick,20173
2014,HAWKER BEECHCRAFT GLOBAL CUSTOMER,0,0,1,0,1,0,1,33,Manufacturing,KS,67215,Sedgwick,20173
2014,SOUTH CENTRAL MENTAL HEALTH COUNSE,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67010,Butler,20015
2014,SOUTHWEST MED CTR,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67901,Seward,20175
2014,UNIFIED SCH DIST NO 457 DBA GARDEN,0,0,2,0,2,0,2,61,Educational Services,KS,67846,Finney,20055
2014,UNIFIED SCHOOL DISTRICT 480,2,0,0,0,2,0,2,61,Educational Services,KS,67901,Seward,20175
2014,UNIFIED SCHOOL DISTRICT 480,1,0,0,0,1,0,1,61,Educational Services,KS,,,
2014,HOSP DIST 1 OF CRAWFORD COUNTY D/B,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66734,Crawford,20037
2014,UNIFIED SCH DIST 223,0,0,1,0,1,0,1,61,Educational Services,KS,66933,Washington,20201
2014,BLUE VALLEY UNIFIED SCH DIST 229,0,0,1,0,1,0,1,61,Educational Services,KS,66223,Johnson,20091
2014,UNIFIED SCH DIST NO 466,0,0,1,0,1,0,1,61,Educational Services,KS,67871,Scott,20171
2014,UNIFIED SCHOOL DIST 459,0,0,1,0,1,0,1,61,Educational Services,KS,67834,Ford,20057
2014,GOODLAND REGIONAL MED CTR,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67753,Thomas,20193
2014,HAMILTON COUNTY HOSPITAL,0,1,0,0,0,1,1,62,Health Care and Social Assistance,KS,67878,Hamilton,20075
2014,TREGO COUNTY LEMKE MEMORIAL HOSP,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67672,Trego,20195
2014,KU CHILDREN S CENTER FOUNDATION,0,0,3,0,3,0,3,62,Health Care and Social Assistance,KS,,,
2014,KANSAS STATE UNIV,0,0,1,0,1,0,1,61,Educational Services,KS,66502,Riley,20161
2014,KANSAS STATE UNIV,0,0,1,0,1,0,1,61,Educational Services,KS,66503,Riley,20161
2014,KANSAS STATE UNIVERSITY,39,1,24,0,63,1,64,61,Educational Services,KS,66506,Riley,20161
2014,THE KANSAS UNIV INTERNAL MEDICINE,1,0,3,0,4,0,4,62,Health Care and Social Assistance,KS,,,
2014,BENEDICTINE COLLEGE,1,0,0,0,1,0,1,61,Educational Services,KS,66002,Atchison,20005
2014,AEROFLEX WICHITA INC,1,1,1,0,2,1,3,54,"Professional, Scientific, and Technical Services",KS,67215,Sedgwick,20173
2014,DPRA INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66503,Riley,20161
2014,RADIATION THERAPY FOUNDATION,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,,,
2014,THE UNIV OF KS SCH OF MEDICINE WIC,1,0,1,0,2,0,2,62,Health Care and Social Assistance,KS,67214,Sedgwick,20173
2014,MORTON COUNTY HEALTH SYSTEM,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67950,Morton,20129
2014,S CENTRAL KS SPECIAL ED COOPERATIV,0,0,2,0,2,0,2,61,Educational Services,KS,67124,Pratt,20151
2014,J B DWERLKOTTE ASSOCIATES,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,67202,Sedgwick,20173
2014,THE LAND INSTITUTE,0,0,1,0,1,0,1,61,Educational Services,KS,67401,Saline,20169
2014,SATANTA DIST HOSP & LTCU,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67870,Haskell,20081
2014,A S K ASSOCIATES INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66047,Douglas,20045
2014,KANSAS DIST OF THE WESLEYAN CHURCH,0,0,1,0,1,0,1,81,Other Services,KS,66604,Shawnee,20177
2014,SPX COOLING TECHNOLOGIES INC,0,0,3,0,3,0,3,33,Manufacturing,KS,66213,Johnson,20091
2014,WESTPORT INSURANCE CORPORATION,0,0,4,0,4,0,4,52,Finance and Insurance,KS,66202,Johnson,20091
2014,WESTPORT INSURANCE CORPORATION,1,0,1,0,2,0,2,52,Finance and Insurance,KS,66202,Johnson,20091
2014,APPLIED MEASUREMENT PROFESSIONALS,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66061,Johnson,20091
2014,APPLIED MEASUREMENT PROS INC,0,0,1,0,1,0,1,61,Educational Services,KS,66061,Johnson,20091
2014,MKEC ENGINEERING CONSULTANTS INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,67206,Sedgwick,20173
2014,MKEC ENGINEERING CONSULTANTS INC,0,0,2,0,2,0,2,54,"Professional, Scientific, and Technical Services",KS,67206,Sedgwick,20173
2014,HODGEMAN COUNTY HEALTH CENTER,1,0,1,0,2,0,2,62,Health Care and Social Assistance,KS,67854,Hodgeman,20083
2014,KS UNIV REHAB MEDICINE ASSN,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,,,
2014,VIA CHRISTI CLINIC P A,7,1,1,0,8,1,9,62,Health Care and Social Assistance,KS,67214,Sedgwick,20173
2014,STEVENS COUNTY HOSPITAL,0,0,3,0,3,0,3,62,Health Care and Social Assistance,KS,67951,Stevens,20189
2014,THOMAS MORE PREP MARIAN HIGH INC,1,0,0,0,1,0,1,61,Educational Services,KS,67601,Ellis,20051
2014,DENTAL CARE PA,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66608,Shawnee,20177
2014,COMMUNITY HEALTHCARE SYSTEM INC,1,0,1,0,2,0,2,62,Health Care and Social Assistance,KS,66521,Pottawatomie,20149
2014,INDUSTRIAL ACCESSORIES CO,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66202,Johnson,20091
2014,ACCREDITATION COUNCIL FOR BUSINESS,0,1,0,0,0,1,1,61,Educational Services,KS,66213,Johnson,20091
2014,PRATT REGIONAL MEDICAL CENTER,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67124,Pratt,20151
